Title,Year,Publisher,Genre,Console
Radical Rex,1994,"Activision, Inc.",Action,Super Nintendo Entertainment System
Raiden,1991,"Electro Brain Corp., Toei Animation Co., Ltd.",Action,Super Nintendo Entertainment System
Rampart,1992,"Electronic Arts, Inc.","Action, Strategy / tactics",Super Nintendo Entertainment System
Ranma 1/2: Akanekodan-teki Hih?,1993,Rumic Soft,Role-Playing (RPG),Super Nintendo Entertainment System
Ranma 1/2: Ch?gi Ranbu-hen,1994,Rumic Soft,Action,Super Nintendo Entertainment System
Ranma 1/2: Ch?nai Gekit? Hen,1992,Masaya,Action,Super Nintendo Entertainment System
Ranma 1/2: Hard Battle,1992,"Ocean Software Ltd., DTMC, Inc., Masaya",Action,Super Nintendo Entertainment System
RapJam: Volume One,1995,Motown Software,Sports,Super Nintendo Entertainment System
Realm,1996,Titus France SA,Action,Super Nintendo Entertainment System
Record of Lodoss War,1995,Kadokawa Shoten,Role-Playing (RPG),Super Nintendo Entertainment System
Redline: F1 Racer,1992,"Absolute Entertainment, Inc., Altron Corporation, LOZC/G. Amusements Co., Ltd.",Racing / driving,Super Nintendo Entertainment System
Rejoice: Aretha ?koku no Kanata,1995,Yanoman Corporation,"Action, Role-Playing (RPG)",Super Nintendo Entertainment System
Relief Pitcher,1994,Left Field Entertainment,Sports,Super Nintendo Entertainment System
Rendering Ranger R²,1995,"Virgin Interactive Entertainment (Japan), Inc.",Action,Super Nintendo Entertainment System
The Ren & Stimpy Show: Buckeroo$!,1995,THQ Inc.,Action,Super Nintendo Entertainment System
The Ren & Stimpy Show: Fire Dogs,1994,THQ Inc.,Action,Super Nintendo Entertainment System
The Ren & Stimpy Show: Time Warp,1994,THQ Inc.,Action,Super Nintendo Entertainment System
The Ren & Stimpy Show: Veediots!,1993,THQ Inc.,Action,Super Nintendo Entertainment System
Revolution X,1995,"Acclaim Entertainment, Inc., Acclaim Japan, Ltd.",Action,Super Nintendo Entertainment System
Rex Ronan: Experimental Surgeon,1993,raya systems,"Action, Educational",Super Nintendo Entertainment System
Riddick Bowe Boxing,1993,"Extreme Entertainment Group, Inc., Micronet Co. Ltd.",Sports,Super Nintendo Entertainment System
Rise of the Phoenix,1994,"KOEI Co., Ltd.",Strategy / tactics,Super Nintendo Entertainment System
Rise of the Robots,1994,"Acclaim Entertainment, Inc., T&E Soft, Inc.",Action,Super Nintendo Entertainment System
Rival Turf,1992,"Jaleco Ltd., Jaleco USA, Inc.",Action,Super Nintendo Entertainment System
Road Riot 4WD,1992,THQ Inc.,Racing / driving,Super Nintendo Entertainment System
Road Runner's Death Valley Rally,1992,"Playtronic Industrial Ltda., Sun Electronics Corp., Sun Corporation of America",Racing / driving,Super Nintendo Entertainment System
RoboCop 3,1992,Ocean Software Ltd.,Action,Super Nintendo Entertainment System
RoboCop Versus the Terminator,1993,"Virgin Games, Inc.",Action,Super Nintendo Entertainment System
Robotrek,1994,"Enix America Corporation, Enix Corporation","Action, Role-Playing (RPG)",Super Nintendo Entertainment System
The Rocketeer,1992,"Information Global Service, Information Global Services, Inc.","Action, Racing / driving",Super Nintendo Entertainment System
RockFall,2013,Piko Interactive LLC,Action,Super Nintendo Entertainment System
Rock n' Roll Racing,1993,"Namco Limited, Interplay Productions, Inc.","Action, Racing / driving",Super Nintendo Entertainment System
Rocko's Modern Life: Spunky's Dangerous Day,1994,Viacom New Media,Action,Super Nintendo Entertainment System
Rocky Rodent,1993,"Irem America Corp., Irem Corp., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Roger Clemens' MVP Baseball,1992,"Acclaim Japan, Ltd., LJN, Ltd.",Sports,Super Nintendo Entertainment System
Romance of the Three Kingdoms,1994,"KOEI Co., Ltd.",Strategy / tactics,Super Nintendo Entertainment System
Romance of the Three Kingdoms II,1991,"KOEI Co., Ltd.",Strategy / tactics,Super Nintendo Entertainment System
Romance of the Three Kingdoms III: Dragon of Destiny,1992,"KOEI Co., Ltd., KOEI Corporation",Strategy / tactics,Super Nintendo Entertainment System
Romance of the Three Kingdoms IV: Wall of Fire,1994,"KOEI Co., Ltd.",Strategy / tactics,Super Nintendo Entertainment System
Romancing SaGa,1992,"Square Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Romancing SaGa 2,1993,"Square Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Romancing SaGa 3,1995,"Square Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
RPM Racing,1992,"Interplay Entertainment Corp., Victor Musical Industries, Inc.",Racing / driving,Super Nintendo Entertainment System
R-Type III & Super R-Type (Collector's Edition),2018,Retro-Bit,Special edition,Super Nintendo Entertainment System
R-Type III: The Third Lightning,1993,"Irem Corp., Jaleco USA, Inc.",Action,Super Nintendo Entertainment System
Rudra no Hih?,1996,"Square Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Ruin Arm,1995,"Bandai Co., Ltd.","Action, Role-Playing (RPG)",Super Nintendo Entertainment System
Run Saber,1993,"Atlus U.S.A., Inc.",Action,Super Nintendo Entertainment System
Saban's Power Rangers Zeo: Battle Racers,1996,"Bandai America, Inc.",Racing / driving,Super Nintendo Entertainment System
Samurai Shodown,1994,"TAKARA Co., Ltd., TAKARA U.S.A. CORP.",Action,Super Nintendo Entertainment System
Sangokushi Eiketsuden,1995,"KOEI Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Sansara Naga 2,1994,Victor Entertainment Inc.,Role-Playing (RPG),Super Nintendo Entertainment System
Satella-Q,1995,St.GIGA,Simulation,Super Nintendo Entertainment System
Saturday Night Slam Masters,1994,"Capcom Co., Ltd., Capcom U.S.A., Inc.","Action, Sports",Super Nintendo Entertainment System
Scooby-Doo Mystery,1995,"Acclaim Entertainment, Inc.",Adventure,Super Nintendo Entertainment System
SeaQuest DSV,1995,Malibu Games,Action,Super Nintendo Entertainment System
Secret of Evermore,1995,"Nintendo Australia Pty., Ltd., Nintendo of Europe GmbH, Square Soft, Inc.",Role-Playing (RPG),Super Nintendo Entertainment System
Secret of Mana,1993,"Square Co., Ltd., Square Soft, Inc.","Action, Role-Playing (RPG)",Super Nintendo Entertainment System
Secret of the Stars,1993,"Tecmo, Inc., Tecmo, Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Seifuku Densetsu: Pretty Fighter,1994,"Imagineer Co., Ltd.",Action,Super Nintendo Entertainment System
Seiken Densetsu 3,1995,"Square Co., Ltd.","Action, Role-Playing (RPG)",Super Nintendo Entertainment System
Sengoku,1993,Data East Corporation,Action,Super Nintendo Entertainment System
Shadowrun,1993,"Data East Corporation, Data East USA, Inc., Laser Beam Entertainment Pty. Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Shanghai II: Dragon's Eye,1992,"Activision, Inc., Hot-B Co., Ltd.",Puzzle,Super Nintendo Entertainment System
Shanghai III,1994,Sun Corporation,Puzzle,Super Nintendo Entertainment System
Shanghai: Triple-Threat,1995,Sun Electronics Corp.,Puzzle,Super Nintendo Entertainment System
Shaq Fu,1994,"Electronic Arts, Inc., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Shien's Revenge,1994,"Dynamic Planning, Inc., Vic Tokai, Inc.",Action,Super Nintendo Entertainment System
Shij? Saiky? League Serie A: Ace Striker,1995,TNN,Sports,Super Nintendo Entertainment System
Shin Kid? Senki Gundam Wing: Endless Duel,1996,"Bandai Co., Ltd.",Action,Super Nintendo Entertainment System
Shin Megami Tensei,1992,"Atlus Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Shin Megami Tensei If...,1994,"Atlus Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Shin Megami Tensei II,1994,"Atlus Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Shin Momotar? Densetsu,1993,"Hudson Soft Company, Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
Shin Nekketsu K?ha Kunio-kun: Kunio-tachi no Banka,1994,Technos Japan Corp.,Action,Super Nintendo Entertainment System
Shin Nihon Pro Wrestling 94: Battlefield in Tokyo Dome,1994,Varie Corporation,Sports,Super Nintendo Entertainment System
Shodai: Nekketsu K?ha Kunio-kun,1992,Technos Japan Corp.,"Action, Role-Playing (RPG)",Super Nintendo Entertainment System
Shutok? Battle '94: Drift King,1994,"Bullet-Proof Software, Inc.",Racing / driving,Super Nintendo Entertainment System
Side Pocket,1993,Data East Corporation,"Simulation, Sports",Super Nintendo Entertainment System
Sid Meier's Civilization,1994,"Asmik Corporation, KOEI Corporation",Strategy / tactics,Super Nintendo Entertainment System
SimAnt,1993,"Imagineer Co., Ltd., Maxis Software Inc.",Simulation,Super Nintendo Entertainment System
SimCity,1991,"Nintendo Co., Ltd., Nintendo of America Inc., Playtronic Industrial Ltda.",Simulation,Super Nintendo Entertainment System
SimCity 2000,1995,"Black Pearl Software, Imagineer Co., Ltd.","Simulation, Strategy / tactics",Super Nintendo Entertainment System
SimEarth: The Living Planet,1991,"FCI, Imagineer Co., Ltd.","Educational, Simulation",Super Nintendo Entertainment System
The Simpsons: Bart's Nightmare,1993,"Acclaim Entertainment, Inc., Acclaim Japan, Ltd., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Sink or Swim,1994,Titus France SA,Puzzle,Super Nintendo Entertainment System
Sküljagger: Revolt of the Westicans,1992,American Softworks Corporation,Action,Super Nintendo Entertainment System
Skyblazer,1993,"Sony Imagesoft, Sony Music Entertainment (Japan), Inc.",Action,Super Nintendo Entertainment System
Slam Dunk: SD Heat Up!!,1995,"Bandai Co., Ltd.",Sports,Super Nintendo Entertainment System
Slayers,1994,"Banpresto Co., Ltd.",Role-Playing (RPG),Super Nintendo Entertainment System
SmartBall,1991,"Epic/Sony Inc., Sony Imagesoft",Action,Super Nintendo Entertainment System
Smash Tennis,1993,"Virgin Interactive Entertainment (Europe) Ltd., Namco Limited",Sports,Super Nintendo Entertainment System
Smash T.V.,1992,"Acclaim Entertainment, Inc., ASCII Corporation",Action,Super Nintendo Entertainment System
The Smurfs,1994,Infogrames Europe SA,Action,Super Nintendo Entertainment System
The Smurfs Travel the World,1996,Infogrames Europe SA,Action,Super Nintendo Entertainment System
Snoopy Concert,1995,"Mitsui Fudosan Co., Ltd.",Action,Super Nintendo Entertainment System
Snow White in Happily Ever After,1994,American Softworks Corporation,Action,Super Nintendo Entertainment System
Soccer Kid,1993,"Ocean Software Ltd., Yanoman Corporation",Action,Super Nintendo Entertainment System
Soldiers of Fortune,1993,"MicroProse Ltd., Spectrum Holobyte, Inc.",Action,Super Nintendo Entertainment System
Solid Runner,1997,ASCII Corporation,Role-Playing (RPG),Super Nintendo Entertainment System
Sonic Blast Man,1992,"Taito America Corporation, Taito Corporation",Action,Super Nintendo Entertainment System
Sonic Blast Man II,1994,"Taito America Corporation, Taito Corporation",Action,Super Nintendo Entertainment System
Soreyuke Ebisumaru! Karakuri Meiro - Kieta Goemon no Nazo!! ,1996,"Konami Co., Ltd.",Puzzle,Super Nintendo Entertainment System
SOS,1993,"Field Co Ltd, Vic Tokai, Inc.",Action,Super Nintendo Entertainment System
Soul Blazer,1992,"Enix America Corporation, Enix Corporation, Ubi Soft Entertainment Software","Action, Role-Playing (RPG)",Super Nintendo Entertainment System
Space Ace,1993,"Absolute Entertainment, Inc., Empire Software, Imagineer Co., Ltd.",Action,Super Nintendo Entertainment System
Space Football: One on One,1992,"Hiro Co., Ltd., Triffix Entertainment Inc.",Sports,Super Nintendo Entertainment System
Space Invaders,1994,"Nintendo of America Inc., Taito Corporation",Action,Super Nintendo Entertainment System
Space Megaforce,1992,"Toho Co., Ltd.",Action,Super Nintendo Entertainment System
Spanky's Quest,1991,"Natsume Co., Ltd., Natsume, Inc.",Action,Super Nintendo Entertainment System
Sparkster,1994,"Konami Co., Ltd., Konami Deutschland GmbH, Konami (America), Inc.",Action,Super Nintendo Entertainment System
Spectre,1994,"Cybersoft, Inc., GameTek UK Ltd.","Action, Racing / driving, Strategy / tactics",Super Nintendo Entertainment System
Speed Racer in My Most Dangerous Adventures,1994,"Accolade, Inc.","Action, Racing / driving",Super Nintendo Entertainment System
Speedy Gonzales in Los Gatos Bandidos,1994,"Acclaim Entertainment, Inc.",Action,Super Nintendo Entertainment System
Spider-Man,1994,"LJN, Ltd., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Spider-Man / Venom: Maximum Carnage,1994,"LJN, Ltd.",Action,Super Nintendo Entertainment System
Spider-Man / X-Men: Arcade's Revenge,1992,"LJN, Ltd., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Spindizzy Worlds,1992,ASCII Corporation,"Action, Puzzle",Super Nintendo Entertainment System
Spirou,1995,Infogrames Europe SA,Action,Super Nintendo Entertainment System
The Sporting News Baseball,1994,"Hudson Soft USA, Inc.",Sports,Super Nintendo Entertainment System
Sports Illustrated Championship Football & Baseball,1994,Malibu Games,Sports,Super Nintendo Entertainment System
Spriggan Powered,1996,Naxat Soft,Action,Super Nintendo Entertainment System
St Andrews: Eik? to Rekishi no Old Course,1995,"Epoch Co., Ltd.",Sports,Super Nintendo Entertainment System
Star Fox,1993,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH, Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Star Fox: Super Weekend,1993,"Nintendo Co., Ltd.","Action, Simulation",Super Nintendo Entertainment System
Stargate,1994,"Acclaim Entertainment, GmbH, Acclaim Entertainment, Inc., Acclaim Entertainment Ltd., Acclaim Entertainment S.A., Acclaim Japan, Ltd., Metro Games, Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Star Ocean,1996,Enix Corporation,"Action, Role-Playing (RPG)",Super Nintendo Entertainment System
Star Trek: Deep Space Nine - Crossroads of Time,1995,"Playmates Interactive Entertainment, Inc.",Action,Super Nintendo Entertainment System
Star Trek: Starfleet Academy - Starship Bridge Simulator,1995,"Interplay Productions, Inc.",Simulation,Super Nintendo Entertainment System
Star Trek: The Next Generation - Future's Past,1994,"Spectrum Holobyte, Inc., Tokuma Shoten Publishing Co., Ltd.",Action,Super Nintendo Entertainment System
Steel Talons,1993,"Left Field Entertainment, Tengen Inc.","Action, Simulation",Super Nintendo Entertainment System
Sterling Sharpe: End 2 End,1995,"Jaleco USA, Inc.",Sports,Super Nintendo Entertainment System
Stone Protectors,1994,"Kotobuki System Co., Ltd.",Action,Super Nintendo Entertainment System
Street Combat,1993,Irem Corp.,Action,Super Nintendo Entertainment System
Street Fighter Alpha 2,1996,"Capcom Co., Ltd., Nintendo of America Inc., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Street Fighter II (30th Anniversary Edition),2017,iam8bit,Special edition,Super Nintendo Entertainment System
Street Fighter II: The World Warrior,1992,"Capcom Co., Ltd., Capcom U.S.A., Inc., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Street Fighter II Turbo,1993,"Capcom Co., Ltd., Capcom U.S.A., Inc., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Street Hockey '95,1994,GTE Entertainment,"Action, Sports",Super Nintendo Entertainment System
Street Racer,1994,"Ubi Soft Entertainment Software, Ubisoft KK",Racing / driving,Super Nintendo Entertainment System
Strike Gunner S.T.G.,1992,"Athena Co., Ltd., NTV International Corporation",Action,Super Nintendo Entertainment System
Striker,1992,"Atlus Software Inc., Elite Systems Ltd.",Sports,Super Nintendo Entertainment System
Stunt Race FX,1994,"Nintendo Co., Ltd., Nintendo of America Inc., Playtronic Industrial Ltda.",Racing / driving,Super Nintendo Entertainment System
Sunset Riders,1993,"Konami, Inc.",Action,Super Nintendo Entertainment System
Super 4 in 1 Multicart,2013,Piko Interactive LLC,Compilation,Super Nintendo Entertainment System
Super Adventure Island,1992,"Hudson Soft Company, Ltd., Hudson Soft USA, Inc.",Action,Super Nintendo Entertainment System
Super Adventure Island II,1994,"Hudson Soft Company, Ltd., Hudson Soft USA, Inc.",Action,Super Nintendo Entertainment System
Super Alfred Chicken,1994,Mindscape International Ltd.,Action,Super Nintendo Entertainment System
The Super Aquatic Games,1993,"Sales Curve Ltd., The, Seika Corporation",Sports,Super Nintendo Entertainment System
Super Back to the Future Part II,1993,Toshiba-EMI Ltd.,"Action, Sports",Super Nintendo Entertainment System
Super Baseball 2020,1993,"K. Amusement Leasing Co., Tradewest, Inc.",Sports,Super Nintendo Entertainment System
Super Baseball Simulator 1.000,1991,"Culture Brain Inc., Culture Brain USA, Inc.",Sports,Super Nintendo Entertainment System
Super Bases Loaded,1991,"Jaleco Ltd., Jaleco USA, Inc.",Sports,Super Nintendo Entertainment System
Super Bases Loaded 2,1994,"Jaleco USA, Inc.",Sports,Super Nintendo Entertainment System
Super Bases Loaded 3: License to Steal,1995,"Jaleco USA, Inc.",Sports,Super Nintendo Entertainment System
Super Batter Up,1992,"Namcot, Namco Hometek Inc.",Sports,Super Nintendo Entertainment System
Super Battleship: The Classic Naval Combat Game,1993,"Mindscape, Inc., Playtronic Industrial Ltda.","Action, Strategy / tactics",Super Nintendo Entertainment System
Super Battletank 2,1994,"Absolute Entertainment, Inc., Pack-In-Video Co., Ltd","Action, Simulation",Super Nintendo Entertainment System
Super Black Bass,1992,"Hot-B Co., Ltd., HOT-B USA, Inc.",Sports,Super Nintendo Entertainment System
Super Bomberman,1993,"Hudson Soft Company, Ltd.",Action,Super Nintendo Entertainment System
Super Bomberman 2,1994,"Hudson Soft Company, Ltd.",Action,Super Nintendo Entertainment System
Super Bomberman 3,1995,"Hudson Soft Company, Ltd.",Action,Super Nintendo Entertainment System
Super Bomberman 4,1996,"Hudson Soft Company, Ltd.",Action,Super Nintendo Entertainment System
Super Bomberman 5,1997,"Hudson Soft Company, Ltd.",Action,Super Nintendo Entertainment System
Super Bomberman: Panic Bomber W,1995,"Hudson Soft Company, Ltd.",Puzzle,Super Nintendo Entertainment System
Super Bonk,1994,"Hudson Soft Company, Ltd.",Action,Super Nintendo Entertainment System
Super Bowling,1992,"American Technos Inc., Athena Co., Ltd.",Sports,Super Nintendo Entertainment System
Super Buster Bros.,1992,"Capcom Co., Ltd., Capcom U.S.A., Inc., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Super Caesars Palace,1993,"Coconuts Japan Entertainment Co., Ltd., Virgin Games, Inc.",Simulation,Super Nintendo Entertainment System
Super Castlevania IV,1991,"Konami Co., Ltd., Konami Deutschland GmbH, Konami, Inc.",Action,Super Nintendo Entertainment System
Super Chase H.Q.,1993,Taito Corporation,"Action, Racing / driving",Super Nintendo Entertainment System
Super Chinese World 2: Uch? Ichibuto Daikai,1993,Culture Brain Inc.,"Action, Role-Playing (RPG)",Super Nintendo Entertainment System
Super Chinese World 3,1995,Culture Brain Inc.,"Action, Role-Playing (RPG)",Super Nintendo Entertainment System
Super Conflict,1993,"Vic Tokai, Inc.",Simulation,Super Nintendo Entertainment System
Super Dany,1994,Virgin Interactive Entertainment SARL,Action,Super Nintendo Entertainment System
Super Double Dragon,1992,"Technos Japan Corp., Tradewest, Inc.",Action,Super Nintendo Entertainment System
Super Dropzone: Intergalactic Rescue Mission,1994,Psygnosis Limited,Action,Super Nintendo Entertainment System
Super Famicom Wars,1998,"Nintendo Co., Ltd.",Strategy / tactics,Super Nintendo Entertainment System
Super Final Match Tennis,1994,"Human Entertainment, Inc.",Sports,Super Nintendo Entertainment System
Super Fire Pro Wrestling Queen's Special,1995,"Human Entertainment, Inc.",Sports,Super Nintendo Entertainment System
Super Fire Pro Wrestling X Premium,1996,"Human Entertainment, Inc.",Sports,Super Nintendo Entertainment System
Super Flappy Bird,2017,,Action,Super Nintendo Entertainment System
Super Formation Soccer 95: della Serie A,1995,"Human Entertainment, Inc.",Sports,Super Nintendo Entertainment System
Super Ghouls 'N Ghosts,1991,"Capcom Co., Ltd., Capcom U.S.A., Inc., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Super Goal! 2,1993,"Jaleco Ltd., Jaleco USA, Inc.","Simulation, Sports",Super Nintendo Entertainment System
Super Godzilla,1993,"Toho Co., Ltd.","Action, Strategy / tactics",Super Nintendo Entertainment System
Super Gussun Oyoyo,1995,"Banpresto Co., Ltd.",Puzzle,Super Nintendo Entertainment System
Super High Impact,1993,"Acclaim Entertainment, Inc., Acclaim Japan, Ltd.","Action, Sports",Super Nintendo Entertainment System
Super International Cricket,1995,"Nintendo Co., Ltd., Nintendo of Europe GmbH",Sports,Super Nintendo Entertainment System
Super Kick Off,1992,"Imagineer Co., Ltd., Misawa Entertainment Co.,Ltd.",Sports,Super Nintendo Entertainment System
Super Loopz,1994,"Imagineer Co., Ltd.",Puzzle,Super Nintendo Entertainment System
Super Mahjong Taikai,1992,"KOEI Co., Ltd.",Strategy / tactics,Super Nintendo Entertainment System
Super Mario All-Stars,1993,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH, Playtronic Industrial Ltda.","Action, Compilation",Super Nintendo Entertainment System
Super Mario All-Stars + Super Mario World,1994,Nintendo of America Inc.,Compilation,Super Nintendo Entertainment System
Super Mario Kart,1992,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH, Playtronic Industrial Ltda.",Racing / driving,Super Nintendo Entertainment System
Super Mario RPG: Legend of the Seven Stars,1996,"Nintendo Co., Ltd., Nintendo of America Inc., Playtronic Industrial Ltda.","Action, Role-Playing (RPG)",Super Nintendo Entertainment System
Super Mario World,1990,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH, Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Super Mario World 2: Yoshi's Island,1995,"Nintendo Co., Ltd., Nintendo of America Inc., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Super Metroid,1994,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH, Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Super Nazo Puyo: Rulue no Roux,1995,"Banpresto Co., Ltd.","Puzzle, Role-Playing (RPG)",Super Nintendo Entertainment System
Super Nazo Puyo: Rulue no Tetsuwan Hanj?ki,1996,Compile,"Puzzle, Role-Playing (RPG)",Super Nintendo Entertainment System
Super NES Super Scope 6,1992,"Nintendo Co., Ltd., Nintendo of America Inc., Nintendo of Europe GmbH, Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Super Ninja Boy,1991,"Culture Brain Inc., Culture Brain USA, Inc.",Role-Playing (RPG),Super Nintendo Entertainment System
Super Ninja-kun,1994,Jaleco Ltd.,Action,Super Nintendo Entertainment System
Super Nintendo Entertainment System: Super Set (included game),1992,Nintendo of Europe GmbH,Special edition,Super Nintendo Entertainment System
Super Noah's Ark 3-D,1994,"Wisdom Tree, Inc., Piko Interactive LLC","Action, Educational",Super Nintendo Entertainment System
Super Nova,1993,Taito Corporation,Action,Super Nintendo Entertainment System
Super Off Road: The Baja,1993,"Nihon Bussan Co., Ltd., Tradewest, Inc.",Racing / driving,Super Nintendo Entertainment System
Super Pinball: Behind the Mask,1993,"American Technos Inc., Meldac of Japan, Nintendo of America Inc.",Action,Super Nintendo Entertainment System
Super Pinball II: The Amazing Odyssey,1995,Meldac of Japan,Action,Super Nintendo Entertainment System
Super Play Action Football,1992,Nintendo of America Inc.,Sports,Super Nintendo Entertainment System
Super Punch-Out!!,1994,"Nintendo Co., Ltd., Nintendo of America Inc.",Sports,Super Nintendo Entertainment System
Super R.B.I. Baseball,1995,Time Warner Interactive Inc.,Sports,Super Nintendo Entertainment System
Super Real Mahjong PIV,1994,SETA Corporation,Strategy / tactics,Super Nintendo Entertainment System
Super Real Mahjong PV Paradise: All-Star 4-nin Uchi,1995,SETA Corporation,Strategy / tactics,Super Nintendo Entertainment System
Super Robot Taisen EX,1994,"Banpresto Co., Ltd.","Role-Playing (RPG), Strategy / tactics",Super Nintendo Entertainment System
Super R-Type,1991,"Irem America Corp., Irem Corp., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Super Slam Dunk,1993,"Virgin Interactive Entertainment, Inc.",Sports,Super Nintendo Entertainment System
Super Slap Shot,1993,"Altron Corporation, Virgin Interactive Entertainment, Inc.",Sports,Super Nintendo Entertainment System
Super Soccer,1991,"Human Entertainment, Inc., Nintendo of America Inc., Nintendo of Europe GmbH, Playtronic Industrial Ltda.",Sports,Super Nintendo Entertainment System
Super Soccer Champ,1992,"Taito America Corporation, Taito Corporation",Sports,Super Nintendo Entertainment System
Super Solitaire,1994,"Extreme Entertainment Group, Inc., Pack-In-Video Co., Ltd",Puzzle,Super Nintendo Entertainment System
Super Star Wars,1992,"JVC Musical Industries Europe Limited, JVC Musical Industries, Inc., Nintendo of America Inc., Victor Musical Industries, Inc.",Action,Super Nintendo Entertainment System
Super Star Wars: Return of the Jedi,1994,"JVC Musical Industries, Inc., Playtronic Industrial Ltda., Victor Entertainment Inc.",Action,Super Nintendo Entertainment System
Super Star Wars: The Empire Strikes Back,1993,"JVC Musical Industries, Inc., Victor Entertainment Inc.",Action,Super Nintendo Entertainment System
Super Street Fighter II,1994,"Capcom Co., Ltd., Capcom U.S.A., Inc.",Action,Super Nintendo Entertainment System
Super Strike Eagle,1993,"Asmik Corporation, MicroProse Software, Inc.",Simulation,Super Nintendo Entertainment System
Super Tekky? Fight!,1995,"Banpresto Co., Ltd.","Action, Puzzle",Super Nintendo Entertainment System
Super Tennis,1991,"Nintendo Co., Ltd., Nintendo of America Inc., Playtronic Industrial Ltda., Tonkinhouse",Sports,Super Nintendo Entertainment System
Super Tetris 2 + Bombliss,1992,"Bullet-Proof Software, Inc.","Action, Puzzle",Super Nintendo Entertainment System
Super Tetris 2 + Bombliss (Genteiban),1994,"Bullet-Proof Software, Inc.","Action, Puzzle",Super Nintendo Entertainment System
Super Tetris 3,1994,"Bullet-Proof Software, Inc.","Action, Puzzle",Super Nintendo Entertainment System
Super Troll Islands,1994,"American Softworks Corporation, Kemco",Action,Super Nintendo Entertainment System
Super Turrican,1993,"Hudson Soft Company, Ltd., Seika Corporation, Tonkinhouse",Action,Super Nintendo Entertainment System
Super Turrican 2,1995,"Ocean of America, Inc.",Action,Super Nintendo Entertainment System
Super Valis IV,1992,"Telenet Japan Co., Ltd.",Action,Super Nintendo Entertainment System
Super Wagan Land,1991,Namcot,Action,Super Nintendo Entertainment System
Super Widget,1993,"Atlus Co., Ltd.",Action,Super Nintendo Entertainment System
Super Wrestle Angels,1994,"Imagineer Co., Ltd.","Sports, Strategy / tactics",Super Nintendo Entertainment System
Sutte Hakkun,1999,"Nintendo Co., Ltd.",Action,Super Nintendo Entertainment System
Suzuka 8 Hours,1993,Namco Limited,Racing / driving,Super Nintendo Entertainment System
SWAT Kats: The Radical Squadron,1995,"Hudson Soft USA, Inc.",Action,Super Nintendo Entertainment System
Sword World SFC,1993,"T&E Soft, Inc.",Role-Playing (RPG),Super Nintendo Entertainment System
Sydney Hunter and the Caverns of Death,2018,CollectorVision Games Inc.,Action,Super Nintendo Entertainment System
Syndicate,1994,"Ocean Software Ltd., Electronic Arts Victor, Ocean Europe Limited","Action, Strategy / tactics",Super Nintendo Entertainment System
Syvalion,1992,Toshiba-EMI Ltd.,Action,Super Nintendo Entertainment System
T2: Terminator 2 - Judgment Day,1993,"LJN, Ltd., Playtronic Industrial Ltda.",Action,Super Nintendo Entertainment System
Tactical Soccer,1995,Electronic Arts Victor,"Sports, Strategy / tactics",Super Nintendo Entertainment System
Tactics Ogre ,1995,Quest Corporation,"Role-Playing (RPG), Strategy / tactics",Super Nintendo Entertainment System
Taekwon-Do,1994,"Human Entertainment, Inc.",Sports,Super Nintendo Entertainment System
Taik? Risshiden,1993,"KOEI Co., Ltd.","Role-Playing (RPG), Strategy / tactics",Super Nintendo Entertainment System
